session_id,user_id,session_start,device,Landing_page,exit_page
SES_00392,USR_00081,2025-08-16 20:31:55,mobile,Category,Checkout
SES_00393,USR_00178,2025-06-04 10:51:51,mobile,Ad_pdp,Cart
SES_00394,USR_00289,2025-12-23 01:09:08,tablet,Home,Product
SES_00395,USR_00221,2025-06-09 01:40:38,mobile,Ad_pdp,landing
SES_00396,USR_00315,2025-06-04 11:57:24,mobile,Home,Checkout
SES_00397,USR_00728,2025-08-04 21:04:03,tablet,Category,landing
SES_00398,USR_00402,2025-07-15 03:14:32,laptop,Home,Product
SES_00399,USR_00219,2025-05-27 16:24:22,mobile,Home,Category
SES_00400,USR_00962,2025-09-10 02:23:25,mobile,Home,Checkout
SES_00401,USR_00280,2025-08-19 03:25:56,mobile,Home,Cart
SES_00402,USR_00598,2025-06-22 04:54:38,tablet,Home,landing
SES_00403,USR_00919,2025-11-20 03:13:35,mobile,Category,landing
SES_00404,USR_00588,2025-06-30 10:43:38,mobile,Ad_pdp,Category
SES_00405,USR_00799,2025-09-14 04:26:23,mobile,Home,landing
SES_00406,USR_00372,2025-12-28 01:24:53,mobile,Category,Category
SES_00407,USR_00069,2025-12-04 15:20:24,mobile,Home,landing
SES_00408,USR_00961,2025-04-20 04:45:22,tablet,Home,Product
SES_00409,USR_00088,2025-10-20 19:47:25,laptop,Home,landing
SES_00410,USR_00885,2025-04-29 19:47:30,mobile,Category,landing
SES_00411,USR_00908,2025-12-26 04:34:50,mobile,Product,Cart
SES_00412,USR_00110,2025-09-27 08:16:55,mobile,Category,landing
SES_00413,USR_00513,2025-10-15 23:47:24,mobile,Home,Product
SES_00414,USR_00335,2025-01-30 22:32:02,tablet,Ad_pdp,Cart
SES_00415,USR_00304,2025-03-28 11:42:49,mobile,Home,Category
SES_00416,USR_00946,2025-11-07 19:44:24,mobile,Ad_pdp,Cart
SES_00417,USR_00220,2025-02-11 16:55:43,laptop,Category,Product
SES_00418,USR_00387,2025-05-14 07:01:09,mobile,Home,Cart
SES_00419,USR_00943,2025-08-31 09:43:03,mobile,Category,Category
SES_00420,USR_00056,2025-10-16 17:25:03,laptop,Ad_pdp,Category
SES_00421,USR_00777,2025-05-18 17:20:02,mobile,Home,Category
SES_00422,USR_00115,2025-03-26 16:23:52,mobile,Home,Category
SES_00423,USR_00246,2025-03-20 07:53:55,tablet,Home,Category
SES_00424,USR_00089,2025-03-30 09:08:20,mobile,Product,Product
SES_00425,USR_00401,2025-08-04 21:49:41,mobile,Category,Cart
SES_00426,USR_00297,2025-07-27 08:08:05,mobile,Ad_pdp,landing
SES_00427,USR_00142,2025-04-15 16:10:01,mobile,Home,landing
SES_00428,USR_00324,2025-07-01 00:29:25,mobile,Home,landing
SES_00429,USR_00427,2025-03-29 03:31:13,mobile,Home,Checkout
SES_00430,USR_00534,2025-03-02 09:38:19,mobile,Ad_pdp,Category
SES_00431,USR_00152,2025-05-15 19:01:46,mobile,Category,Category
SES_00432,USR_00303,2025-01-28 02:37:45,mobile,Home,landing
SES_00433,USR_00956,2025-12-21 11:00:10,mobile,Home,landing
SES_00434,USR_00815,2025-10-28 08:35:44,mobile,Home,Category
SES_00435,USR_00118,2025-01-25 22:31:15,mobile,Category,Checkout
SES_00436,USR_00677,2025-10-14 11:29:14,mobile,Home,Checkout
SES_00437,USR_00545,2025-08-30 19:13:48,laptop,Category,Category
SES_00438,USR_00377,2025-08-13 14:31:54,mobile,Home,Category
SES_00439,USR_00122,2025-03-25 10:46:29,mobile,Home,Checkout
SES_00440,USR_00416,2025-01-22 00:56:33,tablet,Category,landing
SES_00441,USR_00272,2025-11-12 18:50:55,mobile,Home,landing
SES_00442,USR_00416,2025-12-28 13:10:51,mobile,Home,landing
SES_00443,USR_00458,2025-04-25 23:45:22,mobile,Category,landing
SES_00444,USR_00865,2025-05-03 07:10:50,mobile,Home,Cart
SES_00445,USR_00096,2025-09-21 14:29:06,mobile,Home,Category
SES_00446,USR_00680,2025-05-15 09:05:20,mobile,Product,Category
SES_00447,USR_00505,2025-02-13 11:06:02,mobile,Ad_pdp,Cart
SES_00448,USR_00434,2025-05-23 21:32:45,mobile,Product,landing
SES_00449,USR_00443,2025-10-20 13:58:55,mobile,Home,Checkout
SES_00450,USR_00625,2025-09-01 04:39:30,mobile,Home,Cart
SES_00451,USR_00631,2025-05-08 08:12:56,mobile,Home,Category
SES_00452,USR_00470,2025-11-21 04:07:10,mobile,Home,Category
SES_00453,USR_00091,2025-10-21 20:10:32,mobile,Home,Cart
SES_00454,USR_00784,2025-11-15 11:14:28,mobile,Home,landing
SES_00455,USR_00617,2025-10-25 17:52:35,laptop,Home,Product
SES_00456,USR_00594,2025-10-01 10:15:09,mobile,Home,landing
SES_00457,USR_00440,2025-01-11 19:40:55,tablet,Category,landing
SES_00458,USR_00942,2025-02-27 08:25:26,mobile,Product,landing
SES_00459,USR_00073,2025-03-30 15:37:52,mobile,Category,landing
SES_00460,USR_00195,2025-08-11 22:19:19,mobile,Home,landing
SES_00461,USR_00188,2025-02-12 23:17:39,mobile,Category,Product
SES_00462,USR_00786,2025-08-02 00:42:12,mobile,Home,Category
SES_00463,USR_00461,2025-04-01 06:12:30,mobile,Category,landing
SES_00464,USR_00930,2025-05-10 17:32:56,tablet,Category,landing
SES_00465,USR_00404,2025-09-28 06:51:24,mobile,Home,Cart
SES_00466,USR_00071,2025-02-27 07:46:18,mobile,Home,Category
SES_00467,USR_00688,2025-02-14 12:47:04,mobile,Category,landing
SES_00468,USR_00964,2025-12-04 21:01:57,mobile,Product,landing
SES_00469,USR_00403,2025-04-21 21:57:13,mobile,Home,Cart
SES_00470,USR_00859,2025-01-19 22:05:10,mobile,Home,Category
SES_00471,USR_00828,2025-04-11 13:31:22,tablet,Home,Category
SES_00472,USR_00505,2025-01-26 21:46:42,mobile,Ad_pdp,landing
SES_00473,USR_00704,2025-06-03 12:49:45,mobile,Ad_pdp,landing
SES_00474,USR_00516,2025-10-23 10:04:51,mobile,Home,landing
SES_00475,USR_00643,2025-02-07 03:39:45,mobile,Home,landing
SES_00476,USR_00073,2025-07-01 03:46:43,mobile,Home,Cart
SES_00477,USR_00887,2025-02-22 21:39:05,laptop,Category,landing
SES_00478,USR_00713,2025-02-24 14:58:31,mobile,Home,Checkout
SES_00479,USR_00046,2025-11-02 20:49:39,mobile,Home,landing
SES_00480,USR_00835,2025-03-19 16:14:03,mobile,Product,landing
SES_00481,USR_00130,2025-05-11 05:30:52,mobile,Home,landing
SES_00482,USR_00737,2025-05-21 02:08:43,mobile,Ad_pdp,Category
SES_00483,USR_00607,2025-12-23 04:38:50,mobile,Home,Category
SES_00484,USR_00380,2025-02-05 00:55:11,mobile,Home,Checkout
SES_00485,USR_00290,2025-06-06 02:52:57,mobile,Home,Product
SES_00486,USR_00439,2025-01-10 08:45:58,mobile,Category,Product
SES_00487,USR_00994,2025-03-12 20:34:32,mobile,Home,Thank_you
SES_00488,USR_00164,2025-07-20 13:18:06,mobile,Home,Product
SES_00489,USR_00541,2025-09-05 21:23:16,mobile,Category,landing
SES_00490,USR_00944,2025-01-24 01:53:00,mobile,Product,Cart
SES_00491,USR_00376,2025-06-17 06:48:29,mobile,Home,Cart
SES_00492,USR_00899,2025-04-23 01:51:29,mobile,Home,Product
SES_00493,USR_00158,2025-04-03 17:46:26,mobile,Home,Product
SES_00494,USR_00178,2025-02-11 09:34:05,mobile,Home,Thank_you
SES_00495,USR_00820,2025-11-24 04:26:37,mobile,Category,Category
SES_00496,USR_00735,2025-06-20 12:11:49,laptop,Category,Cart
SES_00497,USR_00329,2025-12-29 00:29:49,mobile,Category,Category
SES_00498,USR_00633,2025-10-21 16:03:58,mobile,Product,Category
SES_00499,USR_00339,2025-06-14 11:36:30,tablet,Ad_pdp,landing
SES_00500,USR_00223,2025-09-24 00:27:09,laptop,Product,Category
SES_00501,USR_00541,2025-01-24 23:30:50,mobile,Product,Category
SES_00502,USR_00712,2025-08-25 09:14:17,mobile,Product,landing
SES_00503,USR_00523,2025-11-10 13:35:01,tablet,Home,landing
SES_00504,USR_00149,2025-06-12 07:25:10,laptop,Home,Cart
SES_00505,USR_00891,2025-11-26 23:22:33,mobile,Home,landing
SES_00506,USR_00566,2025-06-05 22:43:53,tablet,Home,Product
SES_00507,USR_00566,2025-12-15 15:41:04,mobile,Home,Product
SES_00508,USR_00270,2025-12-15 22:21:40,tablet,Ad_pdp,landing
SES_00509,USR_00175,2025-10-01 08:06:49,mobile,Category,landing
SES_00510,USR_00553,2025-12-30 16:23:25,mobile,Home,Cart
SES_00511,USR_00120,2025-01-10 01:48:53,mobile,Category,Category
SES_00512,USR_00992,2025-06-09 07:19:22,mobile,Home,landing
SES_00513,USR_00559,2025-12-21 08:05:45,tablet,Product,landing
SES_00514,USR_00401,2025-03-16 10:46:44,mobile,Ad_pdp,Category
SES_00515,USR_00575,2025-08-31 22:43:20,mobile,Category,Category
SES_00516,USR_00627,2025-11-25 13:06:30,mobile,Home,Category
SES_00517,USR_00311,2025-11-02 11:36:29,mobile,Product,landing
SES_00518,USR_00084,2025-05-26 09:56:00,mobile,Home,Category
SES_00519,USR_00025,2025-03-29 09:13:41,mobile,Category,landing
SES_00520,USR_00813,2025-06-06 18:27:42,mobile,Category,Product
SES_00521,USR_00002,2025-06-10 01:16:50,mobile,Category,Cart
SES_00522,USR_00718,2025-09-26 15:35:25,mobile,Home,Category
SES_00523,USR_00917,2025-06-26 06:59:47,laptop,Home,landing
SES_00524,USR_00046,2025-04-16 23:25:32,tablet,Home,landing
SES_00525,USR_00673,2025-11-23 15:42:42,mobile,Home,Category
SES_00526,USR_00984,2025-09-25 18:39:50,tablet,Product,landing
SES_00527,USR_00048,2025-07-25 21:32:36,mobile,Home,landing
SES_00528,USR_00542,2025-07-07 03:28:54,laptop,Home,Category
SES_00529,USR_00021,2025-03-15 01:28:12,laptop,Ad_pdp,Checkout
SES_00530,USR_00825,2025-04-07 23:41:41,mobile,Product,landing
SES_00531,USR_00279,2025-02-28 14:52:03,mobile,Home,landing
SES_00532,USR_00607,2025-03-28 08:31:27,mobile,Category,Category
SES_00533,USR_00452,2025-05-28 16:58:50,laptop,Category,Category
SES_00534,USR_00448,2025-11-18 12:45:50,mobile,Home,landing
SES_00535,USR_00697,2025-10-26 19:48:38,mobile,Ad_pdp,Category
SES_00536,USR_00353,2025-06-28 12:30:39,mobile,Home,Cart
SES_00537,USR_00197,2025-03-14 10:22:09,mobile,Home,Category
SES_00538,USR_00485,2025-04-27 18:34:56,laptop,Category,landing
SES_00539,USR_00308,2025-05-20 18:28:05,mobile,Category,Product
SES_00540,USR_00497,2025-11-29 13:59:31,laptop,Ad_pdp,landing
SES_00541,USR_00586,2025-10-29 20:11:57,mobile,Home,landing
SES_00542,USR_00454,2025-08-22 06:27:05,laptop,Category,Category
SES_00543,USR_00151,2025-02-19 15:33:56,mobile,Product,Product
SES_00544,USR_00610,2025-05-08 00:19:35,mobile,Home,Product
SES_00545,USR_00720,2025-04-21 08:25:17,mobile,Ad_pdp,landing
SES_00546,USR_00392,2025-05-18 21:31:58,mobile,Category,landing
SES_00547,USR_00280,2025-05-29 01:56:35,mobile,Home,Cart
SES_00548,USR_00159,2025-01-28 14:13:51,mobile,Category,Product
SES_00549,USR_00408,2025-10-18 21:11:25,mobile,Home,landing
SES_00550,USR_00425,2025-05-28 07:40:56,laptop,Category,Product
SES_00551,USR_00361,2025-09-06 15:49:12,mobile,Product,landing
SES_00552,USR_00095,2025-08-19 22:52:58,mobile,Home,Category
SES_00553,USR_00806,2025-07-04 05:11:57,mobile,Home,landing
SES_00554,USR_00456,2025-11-13 19:58:37,mobile,Home,Category
SES_00555,USR_00465,2025-04-10 22:40:39,mobile,Home,landing
SES_00556,USR_00349,2025-10-13 02:01:20,mobile,Home,landing
SES_00557,USR_00381,2025-04-05 22:50:29,mobile,Home,landing
SES_00558,USR_00538,2025-07-14 02:41:57,tablet,Product,landing
SES_00559,USR_00292,2025-07-19 04:54:43,mobile,Category,Product
SES_00560,USR_00149,2025-10-05 01:06:21,mobile,Home,Checkout
SES_00561,USR_00536,2025-05-11 13:44:19,mobile,Home,landing
SES_00562,USR_00457,2025-02-22 18:40:51,mobile,Category,Cart
SES_00563,USR_00346,2025-02-17 19:58:58,mobile,Home,Category
SES_00564,USR_00137,2025-01-17 02:00:26,laptop,Home,Checkout
SES_00565,USR_00853,2025-09-17 15:25:22,mobile,Product,Category
SES_00566,USR_00464,2025-05-17 01:19:31,tablet,Category,landing
SES_00567,USR_00541,2025-11-20 09:47:26,mobile,Home,Category
SES_00568,USR_00907,2025-03-15 05:59:20,mobile,Ad_pdp,Product
SES_00569,USR_00260,2025-08-22 10:22:32,mobile,Home,Category
SES_00570,USR_00442,2025-11-05 14:17:37,mobile,Home,Category
SES_00571,USR_00669,2025-10-10 21:10:01,mobile,Category,landing
SES_00572,USR_00094,2025-01-09 18:41:20,mobile,Home,landing
SES_00573,USR_00565,2025-03-05 07:40:12,mobile,Category,Cart
SES_00574,USR_00835,2025-08-12 21:43:29,mobile,Home,Checkout
SES_00575,USR_00805,2025-10-05 21:28:30,laptop,Category,landing
SES_00576,USR_00021,2025-02-02 13:02:44,mobile,Category,Checkout
SES_00577,USR_00694,2025-08-23 09:43:40,mobile,Ad_pdp,landing
SES_00578,USR_00380,2025-06-12 11:47:51,mobile,Home,Category
SES_00579,USR_00240,2025-05-26 01:13:34,mobile,Home,Checkout
SES_00580,USR_00836,2025-03-26 11:31:48,mobile,Product,landing
SES_00581,USR_00623,2025-01-20 23:23:25,mobile,Category,landing
SES_00582,USR_00143,2025-01-20 23:21:27,mobile,Category,landing
SES_00583,USR_00922,2025-12-29 04:30:55,tablet,Home,Category
SES_00584,USR_00926,2025-10-19 05:06:53,mobile,Category,Product
SES_00585,USR_00160,2025-04-16 01:32:07,mobile,Ad_pdp,Category
SES_00586,USR_00346,2025-08-03 08:03:27,mobile,Home,Thank_you
SES_00587,USR_00533,2025-07-09 04:38:59,mobile,Category,Category
SES_00588,USR_00764,2025-09-11 05:22:42,mobile,Home,landing
SES_00589,USR_00590,2025-08-10 10:35:40,tablet,Category,Product
SES_00590,USR_00835,2025-10-17 04:54:42,mobile,Category,Product
SES_00591,USR_00124,2025-03-06 08:07:53,mobile,Category,Cart
SES_00592,USR_00482,2025-10-04 07:06:46,mobile,Category,Category
SES_00593,USR_00566,2025-01-28 19:32:32,mobile,Category,Category
SES_00594,USR_00042,2025-09-07 04:09:21,mobile,Home,Product
SES_00595,USR_00452,2025-03-14 06:29:12,mobile,Home,Thank_you
SES_00596,USR_00426,2025-02-07 23:17:22,mobile,Category,landing
SES_00597,USR_00430,2025-11-19 05:34:11,laptop,Ad_pdp,landing
SES_00598,USR_00094,2025-09-14 19:02:55,laptop,Home,landing
SES_00599,USR_00714,2025-10-08 09:44:16,mobile,Home,landing
SES_00600,USR_00493,2025-03-17 01:22:08,mobile,Home,Category
SES_00601,USR_00057,2025-07-20 03:20:35,mobile,Home,landing
SES_00602,USR_00339,2025-04-14 16:06:37,mobile,Home,Category
SES_00603,USR_00342,2025-12-11 10:59:03,mobile,Home,landing
SES_00604,USR_00956,2025-08-21 19:54:03,mobile,Home,Cart
SES_00605,USR_00632,2025-09-30 16:41:55,mobile,Category,Cart
SES_00606,USR_00041,2025-08-30 22:31:34,mobile,Home,landing
SES_00607,USR_00825,2025-09-17 12:26:01,laptop,Category,Category
SES_00608,USR_00915,2025-08-25 04:16:54,mobile,Home,Category
SES_00609,USR_00617,2025-01-27 08:26:05,mobile,Category,Category
SES_00610,USR_00944,2025-04-26 13:08:17,mobile,Category,landing
SES_00611,USR_00559,2025-04-19 02:45:55,mobile,Product,Category
SES_00612,USR_00439,2025-03-13 18:50:07,mobile,Product,landing
SES_00613,USR_00461,2025-02-03 02:55:18,mobile,Home,Product
SES_00614,USR_00151,2025-04-05 07:00:51,mobile,Home,Cart
SES_00615,USR_00734,2025-07-01 06:42:11,mobile,Category,Category
SES_00616,USR_00896,2025-07-25 21:16:10,mobile,Category,Product
SES_00617,USR_00585,2025-05-31 16:34:06,mobile,Product,landing
SES_00618,USR_00680,2025-07-17 09:35:54,mobile,Home,landing
SES_00619,USR_00191,2025-12-27 13:55:55,mobile,Product,landing
SES_00620,USR_00565,2025-06-19 05:09:55,laptop,Ad_pdp,Category
SES_00621,USR_00123,2025-03-29 20:01:45,mobile,Home,landing
SES_00622,USR_00829,2025-05-23 13:35:22,mobile,Category,landing
SES_00623,USR_00264,2025-12-04 19:28:49,mobile,Product,Product
SES_00624,USR_00202,2025-01-27 15:50:51,mobile,Home,Category
SES_00625,USR_00995,2025-12-23 17:25:35,mobile,Home,Category
SES_00626,USR_00276,2025-05-08 14:40:14,laptop,Category,landing
SES_00627,USR_00795,2025-11-09 22:48:55,tablet,Ad_pdp,Cart
SES_00628,USR_00156,2025-01-25 22:47:21,mobile,Product,Thank_you
SES_00629,USR_00521,2025-07-05 15:20:29,tablet,Home,Checkout
SES_00630,USR_00403,2025-09-03 18:10:49,mobile,Home,landing
SES_00631,USR_00374,2025-03-28 13:23:23,tablet,Category,landing
SES_00632,USR_00715,2025-09-25 02:14:49,mobile,Category,Thank_you
SES_00633,USR_00984,2025-12-10 18:54:09,tablet,Home,Category
SES_00634,USR_00563,2025-10-14 00:39:39,mobile,Home,landing
SES_00635,USR_00645,2025-07-17 09:16:59,laptop,Product,landing
SES_00636,USR_00095,2025-01-23 06:35:03,mobile,Category,landing
SES_00637,USR_00944,2025-04-13 05:57:47,mobile,Category,Category
SES_00638,USR_00114,2025-09-06 12:47:22,mobile,Home,landing
SES_00639,USR_00728,2025-01-19 00:05:55,tablet,Home,Checkout
SES_00640,USR_00699,2025-01-29 23:12:00,mobile,Product,Thank_you
SES_00641,USR_00878,2025-08-05 22:08:30,mobile,Category,Product
SES_00642,USR_00690,2025-08-24 02:21:04,mobile,Home,landing
SES_00643,USR_00380,2025-09-03 12:28:10,mobile,Home,Category
SES_00644,USR_00399,2025-08-02 06:10:31,mobile,Home,Product
SES_00645,USR_00109,2025-05-01 06:28:33,laptop,Home,landing
SES_00646,USR_00407,2025-06-03 15:13:52,tablet,Home,landing
SES_00647,USR_00814,2025-05-18 11:35:12,mobile,Category,Category
SES_00648,USR_00268,2025-11-29 13:50:16,mobile,Home,Product
SES_00649,USR_00243,2025-02-18 02:58:42,laptop,Category,landing
SES_00650,USR_00436,2025-10-07 12:22:10,mobile,Home,Checkout
SES_00651,USR_00696,2025-01-23 04:13:17,mobile,Product,Category
SES_00652,USR_00456,2025-04-10 03:02:49,mobile,Home,landing
SES_00653,USR_00336,2025-10-22 10:52:50,mobile,Home,Category
SES_00654,USR_00417,2025-07-24 13:48:36,mobile,Home,landing
SES_00655,USR_00521,2025-02-08 19:25:59,mobile,Product,Category
SES_00656,USR_00676,2025-12-05 23:10:27,laptop,Home,Product
SES_00657,USR_00169,2025-05-07 13:58:29,mobile,Product,landing
SES_00658,USR_00757,2025-11-27 06:06:23,mobile,Home,Product
SES_00659,USR_00849,2025-06-21 20:02:48,mobile,Product,Category
SES_00660,USR_00812,2025-05-30 18:05:26,mobile,Category,landing
SES_00661,USR_00822,2025-07-13 22:06:27,mobile,Home,landing
SES_00662,USR_00504,2025-05-11 15:58:10,mobile,Product,landing
SES_00663,USR_00036,2025-06-10 06:42:17,mobile,Home,landing
SES_00664,USR_00136,2025-06-02 03:16:07,mobile,Home,landing
SES_00665,USR_00319,2025-12-29 09:50:20,mobile,Product,landing
SES_00666,USR_00571,2025-11-30 13:19:50,tablet,Product,Cart
SES_00667,USR_00347,2025-08-16 09:45:42,mobile,Product,Category
SES_00668,USR_00901,2025-11-08 20:34:34,mobile,Category,Product
SES_00669,USR_00252,2025-03-22 20:32:36,mobile,Home,Category
SES_00670,USR_00450,2025-10-07 00:05:50,mobile,Home,landing
SES_00671,USR_00313,2025-02-13 16:03:20,mobile,Home,landing
SES_00672,USR_00884,2025-03-08 03:06:55,mobile,Home,Product
SES_00673,USR_00411,2025-08-27 11:42:28,mobile,Category,landing
SES_00674,USR_00075,2025-08-12 01:19:00,mobile,Home,landing
SES_00675,USR_00647,2025-07-02 20:27:04,mobile,Home,Cart
SES_00676,USR_00745,2025-11-30 22:21:11,mobile,Home,Cart
SES_00677,USR_00829,2025-05-09 01:42:08,tablet,Product,Checkout
SES_00678,USR_00406,2025-10-27 21:41:43,laptop,Product,Product
SES_00679,USR_00458,2025-02-20 14:31:33,mobile,Home,Checkout
SES_00680,USR_00956,2025-02-05 22:32:22,mobile,Home,Product
SES_00681,USR_00439,2025-09-04 15:26:22,mobile,Home,Category
SES_00682,USR_00367,2025-06-08 04:09:38,mobile,Category,Checkout
SES_00683,USR_00260,2025-10-15 01:54:56,mobile,Category,Cart
SES_00684,USR_00652,2025-11-17 09:57:14,mobile,Home,Category
SES_00685,USR_00327,2025-07-24 16:21:19,mobile,Home,landing
SES_00686,USR_00797,2025-07-14 13:51:03,laptop,Home,landing
SES_00687,USR_00051,2025-09-20 19:28:34,mobile,Home,Product
SES_00688,USR_00746,2025-05-11 03:45:35,mobile,Home,landing
SES_00689,USR_00136,2025-03-15 06:18:37,mobile,Category,Category
SES_00690,USR_00998,2025-09-25 20:07:24,laptop,Home,Checkout
SES_00691,USR_00502,2025-08-09 01:16:17,laptop,Home,Product
SES_00692,USR_00841,2025-07-03 01:10:47,laptop,Home,landing
SES_00693,USR_00074,2025-09-19 02:51:47,mobile,Home,landing
SES_00694,USR_00808,2025-12-18 08:17:41,mobile,Home,landing
SES_00695,USR_00150,2025-11-29 09:20:51,mobile,Home,Category
SES_00696,USR_00827,2025-06-12 05:59:49,mobile,Home,Category
SES_00697,USR_00187,2025-01-17 10:35:50,mobile,Product,Category
SES_00698,USR_00083,2025-09-26 20:25:21,mobile,Home,landing
SES_00699,USR_00715,2025-10-21 16:53:06,mobile,Ad_pdp,landing
SES_00700,USR_00189,2025-06-16 04:33:49,laptop,Home,landing
SES_00701,USR_00345,2025-04-27 13:04:48,mobile,Home,landing
SES_00702,USR_00465,2025-07-08 12:25:59,mobile,Home,landing
SES_00703,USR_00072,2025-02-04 02:28:47,laptop,Home,Product
SES_00704,USR_00307,2025-03-05 19:51:31,laptop,Ad_pdp,landing
SES_00705,USR_00949,2025-12-20 23:38:40,laptop,Category,Checkout
SES_00706,USR_00360,2025-08-05 04:39:25,mobile,Category,Thank_you
SES_00707,USR_00058,2025-02-14 16:48:47,mobile,Home,Product
SES_00708,USR_00996,2025-05-06 18:35:54,laptop,Category,landing
SES_00709,USR_00407,2025-02-15 07:04:45,mobile,Home,Category
SES_00710,USR_00319,2025-07-16 15:15:38,laptop,Home,Cart
SES_00711,USR_00730,2025-05-25 03:03:38,mobile,Product,landing
SES_00712,USR_00182,2025-09-24 22:11:08,mobile,Category,Category
SES_00713,USR_00604,2025-06-26 20:08:01,mobile,Home,landing
SES_00714,USR_00547,2025-04-02 19:23:09,tablet,Home,landing
SES_00715,USR_00796,2025-01-02 13:39:06,mobile,Category,landing
SES_00716,USR_00274,2025-05-30 07:55:37,mobile,Ad_pdp,Category
SES_00717,USR_00131,2025-05-11 22:30:10,mobile,Home,landing
SES_00718,USR_00866,2025-04-21 15:31:11,mobile,Ad_pdp,landing
SES_00719,USR_00023,2025-03-28 18:57:10,mobile,Ad_pdp,Product
SES_00720,USR_00651,2025-05-30 08:32:01,laptop,Category,landing
SES_00721,USR_00657,2025-05-05 16:07:23,mobile,Ad_pdp,Category
SES_00722,USR_00666,2025-06-12 17:32:42,mobile,Home,Cart
SES_00723,USR_00823,2025-08-29 14:15:16,mobile,Home,landing
SES_00724,USR_00412,2025-10-05 07:23:56,mobile,Home,Product
SES_00725,USR_00967,2025-02-06 05:10:16,mobile,Home,landing
SES_00726,USR_00527,2025-10-21 10:13:04,mobile,Home,Product
SES_00727,USR_00159,2025-06-02 00:55:27,mobile,Category,landing
SES_00728,USR_00526,2025-06-29 07:50:21,mobile,Ad_pdp,landing
SES_00729,USR_00393,2025-01-10 04:47:55,mobile,Home,Checkout
SES_00730,USR_00162,2025-07-26 08:45:08,mobile,Category,landing
SES_00731,USR_00703,2025-02-28 10:22:02,mobile,Home,Product
SES_00732,USR_00284,2025-05-22 13:26:45,mobile,Home,Product
SES_00733,USR_00477,2025-02-06 13:41:48,laptop,Home,landing
SES_00734,USR_00260,2025-09-20 13:51:28,mobile,Home,Cart
SES_00735,USR_00457,2025-05-28 23:30:02,mobile,Category,Checkout
SES_00736,USR_00500,2025-01-21 21:21:32,mobile,Category,landing
SES_00737,USR_00176,2025-05-31 14:59:01,mobile,Category,Category
SES_00738,USR_00406,2025-02-16 03:09:23,mobile,Category,landing
SES_00739,USR_00934,2025-07-10 01:55:57,mobile,Home,landing
SES_00740,USR_00556,2025-01-29 14:56:49,mobile,Category,Cart
SES_00741,USR_00956,2025-10-12 19:25:45,tablet,Category,landing
SES_00742,USR_00186,2025-12-04 16:01:06,mobile,Home,Cart
SES_00743,USR_00716,2025-03-18 18:14:44,mobile,Home,landing
SES_00744,USR_00921,2025-03-02 05:31:10,mobile,Home,Product
SES_00745,USR_00132,2025-06-08 11:26:31,mobile,Home,Cart
SES_00746,USR_00412,2025-09-26 16:11:28,mobile,Home,landing
SES_00747,USR_00813,2025-12-28 05:10:10,laptop,Home,landing
SES_00748,USR_00490,2025-12-25 06:03:12,tablet,Category,landing
SES_00749,USR_00616,2025-08-15 08:43:37,mobile,Category,Category
SES_00750,USR_00611,2025-01-18 20:11:15,mobile,Ad_pdp,landing
SES_00751,USR_00058,2025-05-25 14:23:32,tablet,Home,Cart
SES_00752,USR_00271,2025-10-04 01:04:05,mobile,Ad_pdp,Category
SES_00753,USR_00506,2025-09-01 23:36:15,mobile,Category,Cart
SES_00754,USR_00743,2025-08-24 17:56:11,mobile,Home,landing
SES_00755,USR_00499,2025-09-11 12:19:14,mobile,Ad_pdp,landing
SES_00756,USR_00932,2025-11-24 03:55:31,mobile,Category,landing
SES_00757,USR_00365,2025-04-20 18:22:24,mobile,Category,Product
SES_00758,USR_00973,2025-09-11 16:03:29,mobile,Product,Thank_you
SES_00759,USR_00387,2025-07-04 14:59:37,mobile,Home,Product
SES_00760,USR_00279,2025-03-17 08:25:26,mobile,Category,Category
SES_00761,USR_00492,2025-08-07 21:09:50,tablet,Ad_pdp,landing
SES_00762,USR_00692,2025-02-09 04:09:18,mobile,Home,Product
SES_00763,USR_00726,2025-06-09 11:54:39,laptop,Ad_pdp,Checkout
SES_00764,USR_00484,2025-12-28 17:40:45,mobile,Home,landing
SES_00765,USR_00776,2025-11-03 20:32:23,mobile,Ad_pdp,Category
SES_00766,USR_00545,2025-03-28 19:51:11,laptop,Home,landing
SES_00767,USR_00591,2025-03-07 10:43:06,laptop,Category,landing
SES_00768,USR_00636,2025-03-06 00:53:46,mobile,Product,landing
SES_00769,USR_00306,2025-01-15 09:08:18,mobile,Home,Category
SES_00770,USR_00849,2025-03-12 23:07:13,mobile,Home,Checkout
SES_00771,USR_00326,2025-08-20 11:59:47,mobile,Home,Category
SES_00772,USR_00037,2025-10-23 02:57:23,laptop,Ad_pdp,Cart
SES_00773,USR_00180,2025-02-19 20:17:39,tablet,Home,landing
SES_00774,USR_00396,2025-04-14 01:12:01,tablet,Product,Checkout
SES_00775,USR_00760,2025-09-05 02:08:25,tablet,Home,landing
SES_00776,USR_00431,2025-03-18 12:06:49,mobile,Home,Category
SES_00777,USR_00685,2025-07-14 00:59:32,mobile,Category,landing
SES_00778,USR_00993,2025-04-22 06:57:20,mobile,Home,Cart
SES_00779,USR_00230,2025-02-01 10:18:44,mobile,Home,Category
SES_00780,USR_00019,2025-04-06 16:20:01,mobile,Home,Checkout
SES_00781,USR_00892,2025-09-20 20:27:32,laptop,Category,landing
