event_id,session_id,stage,event_time
EVT_001029,SES_00432,landing,2025-01-28 02:37:45
EVT_001030,SES_00433,landing,2025-12-21 11:00:10
EVT_001031,SES_00434,landing,2025-10-28 08:35:44
EVT_001032,SES_00434,Category,2025-10-28 08:37:10
EVT_001033,SES_00435,landing,2025-01-25 22:31:15
EVT_001034,SES_00435,Category,2025-01-25 22:31:48
EVT_001035,SES_00435,Product,2025-01-25 22:33:28
EVT_001036,SES_00435,Cart,2025-01-25 22:35:17
EVT_001037,SES_00435,Checkout,2025-01-25 22:36:16
EVT_001038,SES_00436,landing,2025-10-14 11:29:14
EVT_001039,SES_00436,Category,2025-10-14 11:30:47
EVT_001040,SES_00436,Product,2025-10-14 11:32:28
EVT_001041,SES_00436,Cart,2025-10-14 11:32:44
EVT_001042,SES_00436,Checkout,2025-10-14 11:34:24
EVT_001043,SES_00437,landing,2025-08-30 19:13:48
EVT_001044,SES_00437,Category,2025-08-30 19:15:10
EVT_001045,SES_00438,landing,2025-08-13 14:31:54
EVT_001046,SES_00438,Category,2025-08-13 14:32:52
EVT_001047,SES_00439,landing,2025-03-25 10:46:29
EVT_001048,SES_00439,Category,2025-03-25 10:47:35
EVT_001049,SES_00439,Product,2025-03-25 10:48:01
EVT_001050,SES_00439,Cart,2025-03-25 10:49:37
EVT_001051,SES_00439,Checkout,2025-03-25 10:51:12
EVT_001052,SES_00440,landing,2025-01-22 00:56:33
EVT_001053,SES_00441,landing,2025-11-12 18:50:55
EVT_001054,SES_00442,landing,2025-12-28 13:10:51
EVT_001055,SES_00443,landing,2025-04-25 23:45:22
EVT_001056,SES_00444,landing,2025-05-03 07:10:50
EVT_001057,SES_00444,Category,2025-05-03 07:11:21
EVT_001058,SES_00444,Product,2025-05-03 07:11:49
EVT_001059,SES_00444,Cart,2025-05-03 07:12:25
EVT_001060,SES_00445,landing,2025-09-21 14:29:06
EVT_001061,SES_00445,Category,2025-09-21 14:30:03
EVT_001062,SES_00446,landing,2025-05-15 09:05:20
EVT_001063,SES_00446,Category,2025-05-15 09:06:06
EVT_001064,SES_00447,landing,2025-02-13 11:06:02
EVT_001065,SES_00447,Category,2025-02-13 11:06:24
EVT_001066,SES_00447,Product,2025-02-13 11:07:00
EVT_001067,SES_00447,Cart,2025-02-13 11:07:41
EVT_001068,SES_00448,landing,2025-05-23 21:32:45
EVT_001069,SES_00449,landing,2025-10-20 13:58:55
EVT_001070,SES_00449,Category,2025-10-20 13:59:35
EVT_001071,SES_00449,Product,2025-10-20 14:00:55
EVT_001072,SES_00449,Cart,2025-10-20 14:02:32
EVT_001073,SES_00449,Checkout,2025-10-20 14:04:15
EVT_001074,SES_00450,landing,2025-09-01 04:39:30
EVT_001075,SES_00450,Category,2025-09-01 04:41:23
EVT_001076,SES_00450,Product,2025-09-01 04:43:18
EVT_001077,SES_00450,Cart,2025-09-01 04:44:31
EVT_001078,SES_00451,landing,2025-05-08 08:12:56
EVT_001079,SES_00451,Category,2025-05-08 08:13:31
EVT_001080,SES_00452,landing,2025-11-21 04:07:10
EVT_001081,SES_00452,Category,2025-11-21 04:09:07
EVT_001082,SES_00453,landing,2025-10-21 20:10:32
EVT_001083,SES_00453,Category,2025-10-21 20:11:38
EVT_001084,SES_00453,Product,2025-10-21 20:12:53
EVT_001085,SES_00453,Cart,2025-10-21 20:14:27
EVT_001086,SES_00454,landing,2025-11-15 11:14:28
EVT_001087,SES_00455,landing,2025-10-25 17:52:35
EVT_001088,SES_00455,Category,2025-10-25 17:54:30
EVT_001089,SES_00455,Product,2025-10-25 17:55:49
EVT_001090,SES_00456,landing,2025-10-01 10:15:09
EVT_001091,SES_00457,landing,2025-01-11 19:40:55
EVT_001092,SES_00458,landing,2025-02-27 08:25:26
EVT_001093,SES_00459,landing,2025-03-30 15:37:52
EVT_001094,SES_00460,landing,2025-08-11 22:19:19
EVT_001095,SES_00461,landing,2025-02-12 23:17:39
EVT_001096,SES_00461,Category,2025-02-12 23:18:56
EVT_001097,SES_00461,Product,2025-02-12 23:19:15
EVT_001098,SES_00462,landing,2025-08-02 00:42:12
EVT_001099,SES_00462,Category,2025-08-02 00:43:19
EVT_001100,SES_00463,landing,2025-04-01 06:12:30
EVT_001101,SES_00464,landing,2025-05-10 17:32:56
EVT_001102,SES_00465,landing,2025-09-28 06:51:24
EVT_001103,SES_00465,Category,2025-09-28 06:52:22
EVT_001104,SES_00465,Product,2025-09-28 06:53:35
EVT_001105,SES_00465,Cart,2025-09-28 06:54:33
EVT_001106,SES_00466,landing,2025-02-27 07:46:18
EVT_001107,SES_00466,Category,2025-02-27 07:46:40
EVT_001108,SES_00467,landing,2025-02-14 12:47:04
EVT_001109,SES_00468,landing,2025-12-04 21:01:57
EVT_001110,SES_00469,landing,2025-04-21 21:57:13
EVT_001111,SES_00469,Category,2025-04-21 21:58:32
EVT_001112,SES_00469,Product,2025-04-21 21:58:57
EVT_001113,SES_00469,Cart,2025-04-21 22:00:43
EVT_001114,SES_00470,landing,2025-01-19 22:05:10
EVT_001115,SES_00470,Category,2025-01-19 22:07:09
EVT_001116,SES_00471,landing,2025-04-11 13:31:22
EVT_001117,SES_00471,Category,2025-04-11 13:33:16
EVT_001118,SES_00472,landing,2025-01-26 21:46:42
EVT_001119,SES_00473,landing,2025-06-03 12:49:45
EVT_001120,SES_00474,landing,2025-10-23 10:04:51
EVT_001121,SES_00475,landing,2025-02-07 03:39:45
EVT_001122,SES_00476,landing,2025-07-01 03:46:43
EVT_001123,SES_00476,Category,2025-07-01 03:47:54
EVT_001124,SES_00476,Product,2025-07-01 03:49:52
EVT_001125,SES_00476,Cart,2025-07-01 03:51:09
EVT_001126,SES_00477,landing,2025-02-22 21:39:05
EVT_001127,SES_00478,landing,2025-02-24 14:58:31
EVT_001128,SES_00478,Category,2025-02-24 15:00:27
EVT_001129,SES_00478,Product,2025-02-24 15:01:17
EVT_001130,SES_00478,Cart,2025-02-24 15:02:54
EVT_001131,SES_00478,Checkout,2025-02-24 15:04:26
EVT_001132,SES_00479,landing,2025-11-02 20:49:39
EVT_001133,SES_00480,landing,2025-03-19 16:14:03
EVT_001134,SES_00481,landing,2025-05-11 05:30:52
EVT_001135,SES_00482,landing,2025-05-21 02:08:43
EVT_001136,SES_00482,Category,2025-05-21 02:10:24
EVT_001137,SES_00483,landing,2025-12-23 04:38:50
EVT_001138,SES_00483,Category,2025-12-23 04:39:27
EVT_001139,SES_00484,landing,2025-02-05 00:55:11
EVT_001140,SES_00484,Category,2025-02-05 00:55:48
EVT_001141,SES_00484,Product,2025-02-05 00:56:06
EVT_001142,SES_00484,Cart,2025-02-05 00:57:55
EVT_001143,SES_00484,Checkout,2025-02-05 00:59:35
EVT_001144,SES_00485,landing,2025-06-06 02:52:57
EVT_001145,SES_00485,Category,2025-06-06 02:53:26
EVT_001146,SES_00485,Product,2025-06-06 02:53:42
EVT_001147,SES_00486,landing,2025-01-10 08:45:58
EVT_001148,SES_00486,Category,2025-01-10 08:47:27
EVT_001149,SES_00486,Product,2025-01-10 08:48:10
EVT_001150,SES_00487,landing,2025-03-12 20:34:32
EVT_001151,SES_00487,Category,2025-03-12 20:35:13
EVT_001152,SES_00487,Product,2025-03-12 20:37:07
EVT_001153,SES_00487,Cart,2025-03-12 20:38:31
EVT_001154,SES_00487,Checkout,2025-03-12 20:39:38
EVT_001155,SES_00487,Thank_you,2025-03-12 20:40:24
EVT_001156,SES_00488,landing,2025-07-20 13:18:06
EVT_001157,SES_00488,Category,2025-07-20 13:18:48
EVT_001158,SES_00488,Product,2025-07-20 13:19:03
EVT_001159,SES_00489,landing,2025-09-05 21:23:16
EVT_001160,SES_00490,landing,2025-01-24 01:53:00
EVT_001161,SES_00490,Category,2025-01-24 01:53:45
EVT_001162,SES_00490,Product,2025-01-24 01:54:44
EVT_001163,SES_00490,Cart,2025-01-24 01:55:39
EVT_001164,SES_00491,landing,2025-06-17 06:48:29
EVT_001165,SES_00491,Category,2025-06-17 06:49:58
EVT_001166,SES_00491,Product,2025-06-17 06:51:05
EVT_001167,SES_00491,Cart,2025-06-17 06:51:35
EVT_001168,SES_00492,landing,2025-04-23 01:51:29
EVT_001169,SES_00492,Category,2025-04-23 01:52:44
EVT_001170,SES_00492,Product,2025-04-23 01:53:30
EVT_001171,SES_00493,landing,2025-04-03 17:46:26
EVT_001172,SES_00493,Category,2025-04-03 17:48:11
EVT_001173,SES_00493,Product,2025-04-03 17:49:19
EVT_001174,SES_00494,landing,2025-02-11 09:34:05
EVT_001175,SES_00494,Category,2025-02-11 09:34:34
EVT_001176,SES_00494,Product,2025-02-11 09:35:16
EVT_001177,SES_00494,Cart,2025-02-11 09:36:43
EVT_001178,SES_00494,Checkout,2025-02-11 09:38:30
EVT_001179,SES_00494,Thank_you,2025-02-11 09:39:47
EVT_001180,SES_00495,landing,2025-11-24 04:26:37
EVT_001181,SES_00495,Category,2025-11-24 04:28:23
EVT_001182,SES_00496,landing,2025-06-20 12:11:49
EVT_001183,SES_00496,Category,2025-06-20 12:12:33
EVT_001184,SES_00496,Product,2025-06-20 12:14:06
EVT_001185,SES_00496,Cart,2025-06-20 12:15:34
EVT_001186,SES_00497,landing,2025-12-29 00:29:49
EVT_001187,SES_00497,Category,2025-12-29 00:31:11
EVT_001188,SES_00498,landing,2025-10-21 16:03:58
EVT_001189,SES_00498,Category,2025-10-21 16:04:55
EVT_001190,SES_00499,landing,2025-06-14 11:36:30
EVT_001191,SES_00500,landing,2025-09-24 00:27:09
EVT_001192,SES_00500,Category,2025-09-24 00:28:12
EVT_001193,SES_00501,landing,2025-01-24 23:30:50
EVT_001194,SES_00501,Category,2025-01-24 23:32:37
EVT_001195,SES_00502,landing,2025-08-25 09:14:17
EVT_001196,SES_00503,landing,2025-11-10 13:35:01
EVT_001197,SES_00504,landing,2025-06-12 07:25:10
EVT_001198,SES_00504,Category,2025-06-12 07:26:01
EVT_001199,SES_00504,Product,2025-06-12 07:27:19
EVT_001200,SES_00504,Cart,2025-06-12 07:27:49
EVT_001201,SES_00505,landing,2025-11-26 23:22:33
EVT_001202,SES_00506,landing,2025-06-05 22:43:53
EVT_001203,SES_00506,Category,2025-06-05 22:44:19
EVT_001204,SES_00506,Product,2025-06-05 22:46:08
EVT_001205,SES_00507,landing,2025-12-15 15:41:04
EVT_001206,SES_00507,Category,2025-12-15 15:42:55
EVT_001207,SES_00507,Product,2025-12-15 15:43:31
EVT_001208,SES_00508,landing,2025-12-15 22:21:40
EVT_001209,SES_00509,landing,2025-10-01 08:06:49
EVT_001210,SES_00510,landing,2025-12-30 16:23:25
EVT_001211,SES_00510,Category,2025-12-30 16:24:15
EVT_001212,SES_00510,Product,2025-12-30 16:25:44
EVT_001213,SES_00510,Cart,2025-12-30 16:26:38
EVT_001214,SES_00511,landing,2025-01-10 01:48:53
EVT_001215,SES_00511,Category,2025-01-10 01:50:12
EVT_001216,SES_00512,landing,2025-06-09 07:19:22
EVT_001217,SES_00513,landing,2025-12-21 08:05:45
EVT_001218,SES_00514,landing,2025-03-16 10:46:44
EVT_001219,SES_00514,Category,2025-03-16 10:48:21
EVT_001220,SES_00515,landing,2025-08-31 22:43:20
EVT_001221,SES_00515,Category,2025-08-31 22:45:03
EVT_001222,SES_00516,landing,2025-11-25 13:06:30
EVT_001223,SES_00516,Category,2025-11-25 13:07:14
EVT_001224,SES_00517,landing,2025-11-02 11:36:29
EVT_001225,SES_00518,landing,2025-05-26 09:56:00
EVT_001226,SES_00518,Category,2025-05-26 09:56:21
EVT_001227,SES_00519,landing,2025-03-29 09:13:41
EVT_001228,SES_00520,landing,2025-06-06 18:27:42
EVT_001229,SES_00520,Category,2025-06-06 18:28:28
EVT_001230,SES_00520,Product,2025-06-06 18:29:34
EVT_001231,SES_00521,landing,2025-06-10 01:16:50
EVT_001232,SES_00521,Category,2025-06-10 01:18:47
EVT_001233,SES_00521,Product,2025-06-10 01:20:43
EVT_001234,SES_00521,Cart,2025-06-10 01:21:07
EVT_001235,SES_00522,landing,2025-09-26 15:35:25
EVT_001236,SES_00522,Category,2025-09-26 15:36:59
EVT_001237,SES_00523,landing,2025-06-26 06:59:47
EVT_001238,SES_00524,landing,2025-04-16 23:25:32
EVT_001239,SES_00525,landing,2025-11-23 15:42:42
EVT_001240,SES_00525,Category,2025-11-23 15:43:05
EVT_001241,SES_00526,landing,2025-09-25 18:39:50
EVT_001242,SES_00527,landing,2025-07-25 21:32:36
EVT_001243,SES_00528,landing,2025-07-07 03:28:54
EVT_001244,SES_00528,Category,2025-07-07 03:30:50
EVT_001245,SES_00529,landing,2025-03-15 01:28:12
EVT_001246,SES_00529,Category,2025-03-15 01:29:34
EVT_001247,SES_00529,Product,2025-03-15 01:30:30
EVT_001248,SES_00529,Cart,2025-03-15 01:31:23
EVT_001249,SES_00529,Checkout,2025-03-15 01:31:55
EVT_001250,SES_00530,landing,2025-04-07 23:41:41
EVT_001251,SES_00531,landing,2025-02-28 14:52:03
EVT_001252,SES_00532,landing,2025-03-28 08:31:27
EVT_001253,SES_00532,Category,2025-03-28 08:33:11
EVT_001254,SES_00533,landing,2025-05-28 16:58:50
EVT_001255,SES_00533,Category,2025-05-28 17:00:26
EVT_001256,SES_00534,landing,2025-11-18 12:45:50
EVT_001257,SES_00535,landing,2025-10-26 19:48:38
EVT_001258,SES_00535,Category,2025-10-26 19:50:19
EVT_001259,SES_00536,landing,2025-06-28 12:30:39
EVT_001260,SES_00536,Category,2025-06-28 12:31:29
EVT_001261,SES_00536,Product,2025-06-28 12:32:02
EVT_001262,SES_00536,Cart,2025-06-28 12:34:00
EVT_001263,SES_00537,landing,2025-03-14 10:22:09
EVT_001264,SES_00537,Category,2025-03-14 10:23:49
EVT_001265,SES_00538,landing,2025-04-27 18:34:56
EVT_001266,SES_00539,landing,2025-05-20 18:28:05
EVT_001267,SES_00539,Category,2025-05-20 18:28:21
EVT_001268,SES_00539,Product,2025-05-20 18:30:06
EVT_001269,SES_00540,landing,2025-11-29 13:59:31
EVT_001270,SES_00541,landing,2025-10-29 20:11:57
EVT_001271,SES_00542,landing,2025-08-22 06:27:05
EVT_001272,SES_00542,Category,2025-08-22 06:27:28
EVT_001273,SES_00543,landing,2025-02-19 15:33:56
EVT_001274,SES_00543,Category,2025-02-19 15:35:22
EVT_001275,SES_00543,Product,2025-02-19 15:37:01
EVT_001276,SES_00544,landing,2025-05-08 00:19:35
EVT_001277,SES_00544,Category,2025-05-08 00:20:36
EVT_001278,SES_00544,Product,2025-05-08 00:21:37
EVT_001279,SES_00545,landing,2025-04-21 08:25:17
EVT_001280,SES_00546,landing,2025-05-18 21:31:58
EVT_001281,SES_00547,landing,2025-05-29 01:56:35
EVT_001282,SES_00547,Category,2025-05-29 01:56:57
EVT_001283,SES_00547,Product,2025-05-29 01:58:53
EVT_001284,SES_00547,Cart,2025-05-29 02:00:47
EVT_001285,SES_00548,landing,2025-01-28 14:13:51
EVT_001286,SES_00548,Category,2025-01-28 14:15:10
EVT_001287,SES_00548,Product,2025-01-28 14:15:50
EVT_001288,SES_00549,landing,2025-10-18 21:11:25
EVT_001289,SES_00550,landing,2025-05-28 07:40:56
EVT_001290,SES_00550,Category,2025-05-28 07:41:15
EVT_001291,SES_00550,Product,2025-05-28 07:41:48
EVT_001292,SES_00551,landing,2025-09-06 15:49:12
EVT_001293,SES_00552,landing,2025-08-19 22:52:58
EVT_001294,SES_00552,Category,2025-08-19 22:53:23
EVT_001295,SES_00553,landing,2025-07-04 05:11:57
EVT_001296,SES_00554,landing,2025-11-13 19:58:37
EVT_001297,SES_00554,Category,2025-11-13 20:00:07
EVT_001298,SES_00555,landing,2025-04-10 22:40:39
EVT_001299,SES_00556,landing,2025-10-13 02:01:20
EVT_001300,SES_00557,landing,2025-04-05 22:50:29
EVT_001301,SES_00558,landing,2025-07-14 02:41:57
EVT_001302,SES_00559,landing,2025-07-19 04:54:43
EVT_001303,SES_00559,Category,2025-07-19 04:55:16
EVT_001304,SES_00559,Product,2025-07-19 04:55:34
EVT_001305,SES_00560,landing,2025-10-05 01:06:21
EVT_001306,SES_00560,Category,2025-10-05 01:08:03
EVT_001307,SES_00560,Product,2025-10-05 01:08:18
EVT_001308,SES_00560,Cart,2025-10-05 01:08:53
EVT_001309,SES_00560,Checkout,2025-10-05 01:09:59
EVT_001310,SES_00561,landing,2025-05-11 13:44:19
EVT_001311,SES_00562,landing,2025-02-22 18:40:51
EVT_001312,SES_00562,Category,2025-02-22 18:42:09
EVT_001313,SES_00562,Product,2025-02-22 18:43:14
EVT_001314,SES_00562,Cart,2025-02-22 18:44:52
EVT_001315,SES_00563,landing,2025-02-17 19:58:58
EVT_001316,SES_00563,Category,2025-02-17 19:59:19
EVT_001317,SES_00564,landing,2025-01-17 02:00:26
EVT_001318,SES_00564,Category,2025-01-17 02:01:16
EVT_001319,SES_00564,Product,2025-01-17 02:02:31
EVT_001320,SES_00564,Cart,2025-01-17 02:04:28
EVT_001321,SES_00564,Checkout,2025-01-17 02:05:03
EVT_001322,SES_00565,landing,2025-09-17 15:25:22
EVT_001323,SES_00565,Category,2025-09-17 15:27:11
EVT_001324,SES_00566,landing,2025-05-17 01:19:31
EVT_001325,SES_00567,landing,2025-11-20 09:47:26
EVT_001326,SES_00567,Category,2025-11-20 09:47:56
EVT_001327,SES_00568,landing,2025-03-15 05:59:20
EVT_001328,SES_00568,Category,2025-03-15 06:01:17
EVT_001329,SES_00568,Product,2025-03-15 06:01:59
EVT_001330,SES_00569,landing,2025-08-22 10:22:32
EVT_001331,SES_00569,Category,2025-08-22 10:22:48
EVT_001332,SES_00570,landing,2025-11-05 14:17:37
EVT_001333,SES_00570,Category,2025-11-05 14:18:19
EVT_001334,SES_00571,landing,2025-10-10 21:10:01
EVT_001335,SES_00572,landing,2025-01-09 18:41:20
EVT_001336,SES_00573,landing,2025-03-05 07:40:12
EVT_001337,SES_00573,Category,2025-03-05 07:41:25
EVT_001338,SES_00573,Product,2025-03-05 07:42:46
EVT_001339,SES_00573,Cart,2025-03-05 07:44:08
EVT_001340,SES_00574,landing,2025-08-12 21:43:29
EVT_001341,SES_00574,Category,2025-08-12 21:44:36
EVT_001342,SES_00574,Product,2025-08-12 21:45:53
EVT_001343,SES_00574,Cart,2025-08-12 21:46:12
EVT_001344,SES_00574,Checkout,2025-08-12 21:47:33
EVT_001345,SES_00575,landing,2025-10-05 21:28:30
EVT_001346,SES_00576,landing,2025-02-02 13:02:44
EVT_001347,SES_00576,Category,2025-02-02 13:04:05
EVT_001348,SES_00576,Product,2025-02-02 13:04:27
EVT_001349,SES_00576,Cart,2025-02-02 13:05:14
EVT_001350,SES_00576,Checkout,2025-02-02 13:06:28
EVT_001351,SES_00577,landing,2025-08-23 09:43:40
EVT_001352,SES_00578,landing,2025-06-12 11:47:51
EVT_001353,SES_00578,Category,2025-06-12 11:48:31
EVT_001354,SES_00579,landing,2025-05-26 01:13:34
EVT_001355,SES_00579,Category,2025-05-26 01:14:01
EVT_001356,SES_00579,Product,2025-05-26 01:15:07
EVT_001357,SES_00579,Cart,2025-05-26 01:15:40
EVT_001358,SES_00579,Checkout,2025-05-26 01:16:45
EVT_001359,SES_00580,landing,2025-03-26 11:31:48
EVT_001360,SES_00581,landing,2025-01-20 23:23:25
EVT_001361,SES_00582,landing,2025-01-20 23:21:27
EVT_001362,SES_00583,landing,2025-12-29 04:30:55
EVT_001363,SES_00583,Category,2025-12-29 04:32:10
EVT_001364,SES_00584,landing,2025-10-19 05:06:53
EVT_001365,SES_00584,Category,2025-10-19 05:07:58
EVT_001366,SES_00584,Product,2025-10-19 05:09:31
EVT_001367,SES_00585,landing,2025-04-16 01:32:07
EVT_001368,SES_00585,Category,2025-04-16 01:32:25
EVT_001369,SES_00586,landing,2025-08-03 08:03:27
EVT_001370,SES_00586,Category,2025-08-03 08:04:33
EVT_001371,SES_00586,Product,2025-08-03 08:06:29
EVT_001372,SES_00586,Cart,2025-08-03 08:08:04
EVT_001373,SES_00586,Checkout,2025-08-03 08:09:00
EVT_001374,SES_00586,Thank_you,2025-08-03 08:10:34
EVT_001375,SES_00587,landing,2025-07-09 04:38:59
EVT_001376,SES_00587,Category,2025-07-09 04:39:43
EVT_001377,SES_00588,landing,2025-09-11 05:22:42
EVT_001378,SES_00589,landing,2025-08-10 10:35:40
EVT_001379,SES_00589,Category,2025-08-10 10:36:42
EVT_001380,SES_00589,Product,2025-08-10 10:38:25
EVT_001381,SES_00590,landing,2025-10-17 04:54:42
EVT_001382,SES_00590,Category,2025-10-17 04:56:29
EVT_001383,SES_00590,Product,2025-10-17 04:58:11
EVT_001384,SES_00591,landing,2025-03-06 08:07:53
EVT_001385,SES_00591,Category,2025-03-06 08:08:45
EVT_001386,SES_00591,Product,2025-03-06 08:09:18
EVT_001387,SES_00591,Cart,2025-03-06 08:11:12
EVT_001388,SES_00592,landing,2025-10-04 07:06:46
EVT_001389,SES_00592,Category,2025-10-04 07:07:06
EVT_001390,SES_00593,landing,2025-01-28 19:32:32
EVT_001391,SES_00593,Category,2025-01-28 19:33:55
EVT_001392,SES_00594,landing,2025-09-07 04:09:21
EVT_001393,SES_00594,Category,2025-09-07 04:09:54
EVT_001394,SES_00594,Product,2025-09-07 04:11:31
EVT_001395,SES_00595,landing,2025-03-14 06:29:12
EVT_001396,SES_00595,Category,2025-03-14 06:29:56
EVT_001397,SES_00595,Product,2025-03-14 06:31:28
EVT_001398,SES_00595,Cart,2025-03-14 06:32:49
EVT_001399,SES_00595,Checkout,2025-03-14 06:33:28
EVT_001400,SES_00595,Thank_you,2025-03-14 06:34:47
EVT_001401,SES_00596,landing,2025-02-07 23:17:22
EVT_001402,SES_00597,landing,2025-11-19 05:34:11
EVT_001403,SES_00598,landing,2025-09-14 19:02:55
EVT_001404,SES_00599,landing,2025-10-08 09:44:16
EVT_001405,SES_00600,landing,2025-03-17 01:22:08
EVT_001406,SES_00600,Category,2025-03-17 01:23:44
EVT_001407,SES_00601,landing,2025-07-20 03:20:35
EVT_001408,SES_00602,landing,2025-04-14 16:06:37
EVT_001409,SES_00602,Category,2025-04-14 16:07:41
EVT_001410,SES_00603,landing,2025-12-11 10:59:03
EVT_001411,SES_00604,landing,2025-08-21 19:54:03
EVT_001412,SES_00604,Category,2025-08-21 19:55:39
EVT_001413,SES_00604,Product,2025-08-21 19:56:49
EVT_001414,SES_00604,Cart,2025-08-21 19:58:03
EVT_001415,SES_00605,landing,2025-09-30 16:41:55
EVT_001416,SES_00605,Category,2025-09-30 16:42:31
EVT_001417,SES_00605,Product,2025-09-30 16:43:13
EVT_001418,SES_00605,Cart,2025-09-30 16:44:22
EVT_001419,SES_00606,landing,2025-08-30 22:31:34
EVT_001420,SES_00607,landing,2025-09-17 12:26:01
EVT_001421,SES_00607,Category,2025-09-17 12:26:52
EVT_001422,SES_00608,landing,2025-08-25 04:16:54
EVT_001423,SES_00608,Category,2025-08-25 04:18:39
EVT_001424,SES_00609,landing,2025-01-27 08:26:05
EVT_001425,SES_00609,Category,2025-01-27 08:27:47
EVT_001426,SES_00610,landing,2025-04-26 13:08:17
EVT_001427,SES_00611,landing,2025-04-19 02:45:55
EVT_001428,SES_00611,Category,2025-04-19 02:46:53
EVT_001429,SES_00612,landing,2025-03-13 18:50:07
EVT_001430,SES_00613,landing,2025-02-03 02:55:18
EVT_001431,SES_00613,Category,2025-02-03 02:56:52
EVT_001432,SES_00613,Product,2025-02-03 02:57:18
EVT_001433,SES_00614,landing,2025-04-05 07:00:51
EVT_001434,SES_00614,Category,2025-04-05 07:01:48
EVT_001435,SES_00614,Product,2025-04-05 07:03:41
EVT_001436,SES_00614,Cart,2025-04-05 07:05:01
EVT_001437,SES_00615,landing,2025-07-01 06:42:11
EVT_001438,SES_00615,Category,2025-07-01 06:44:06
EVT_001439,SES_00616,landing,2025-07-25 21:16:10
EVT_001440,SES_00616,Category,2025-07-25 21:17:20
EVT_001441,SES_00616,Product,2025-07-25 21:18:14
EVT_001442,SES_00617,landing,2025-05-31 16:34:06
EVT_001443,SES_00618,landing,2025-07-17 09:35:54
EVT_001444,SES_00619,landing,2025-12-27 13:55:55
EVT_001445,SES_00620,landing,2025-06-19 05:09:55
EVT_001446,SES_00620,Category,2025-06-19 05:10:18
EVT_001447,SES_00621,landing,2025-03-29 20:01:45
EVT_001448,SES_00622,landing,2025-05-23 13:35:22
EVT_001449,SES_00623,landing,2025-12-04 19:28:49
EVT_001450,SES_00623,Category,2025-12-04 19:30:34
EVT_001451,SES_00623,Product,2025-12-04 19:31:10
EVT_001452,SES_00624,landing,2025-01-27 15:50:51
EVT_001453,SES_00624,Category,2025-01-27 15:52:40
EVT_001454,SES_00625,landing,2025-12-23 17:25:35
EVT_001455,SES_00625,Category,2025-12-23 17:27:06
EVT_001456,SES_00626,landing,2025-05-08 14:40:14
EVT_001457,SES_00627,landing,2025-11-09 22:48:55
EVT_001458,SES_00627,Category,2025-11-09 22:50:03
EVT_001459,SES_00627,Product,2025-11-09 22:51:24
EVT_001460,SES_00627,Cart,2025-11-09 22:52:18
EVT_001461,SES_00628,landing,2025-01-25 22:47:21
EVT_001462,SES_00628,Category,2025-01-25 22:48:43
EVT_001463,SES_00628,Product,2025-01-25 22:49:52
EVT_001464,SES_00628,Cart,2025-01-25 22:51:35
EVT_001465,SES_00628,Checkout,2025-01-25 22:52:04
EVT_001466,SES_00628,Thank_you,2025-01-25 22:52:25
EVT_001467,SES_00629,landing,2025-07-05 15:20:29
EVT_001468,SES_00629,Category,2025-07-05 15:21:44
EVT_001469,SES_00629,Product,2025-07-05 15:22:39
EVT_001470,SES_00629,Cart,2025-07-05 15:24:22
EVT_001471,SES_00629,Checkout,2025-07-05 15:26:07
EVT_001472,SES_00630,landing,2025-09-03 18:10:49
EVT_001473,SES_00631,landing,2025-03-28 13:23:23
EVT_001474,SES_00632,landing,2025-09-25 02:14:49
EVT_001475,SES_00632,Category,2025-09-25 02:15:15
EVT_001476,SES_00632,Product,2025-09-25 02:15:32
EVT_001477,SES_00632,Cart,2025-09-25 02:17:30
EVT_001478,SES_00632,Checkout,2025-09-25 02:17:57
EVT_001479,SES_00632,Thank_you,2025-09-25 02:18:16
EVT_001480,SES_00633,landing,2025-12-10 18:54:09
EVT_001481,SES_00633,Category,2025-12-10 18:55:04
EVT_001482,SES_00634,landing,2025-10-14 00:39:39
EVT_001483,SES_00635,landing,2025-07-17 09:16:59
EVT_001484,SES_00636,landing,2025-01-23 06:35:03
EVT_001485,SES_00637,landing,2025-04-13 05:57:47
EVT_001486,SES_00637,Category,2025-04-13 05:58:40
EVT_001487,SES_00638,landing,2025-09-06 12:47:22
EVT_001488,SES_00639,landing,2025-01-19 00:05:55
EVT_001489,SES_00639,Category,2025-01-19 00:06:33
EVT_001490,SES_00639,Product,2025-01-19 00:08:25
EVT_001491,SES_00639,Cart,2025-01-19 00:09:56
EVT_001492,SES_00639,Checkout,2025-01-19 00:11:14
EVT_001493,SES_00640,landing,2025-01-29 23:12:00
EVT_001494,SES_00640,Category,2025-01-29 23:13:43
EVT_001495,SES_00640,Product,2025-01-29 23:14:58
EVT_001496,SES_00640,Cart,2025-01-29 23:16:06
EVT_001497,SES_00640,Checkout,2025-01-29 23:16:41
EVT_001498,SES_00640,Thank_you,2025-01-29 23:17:56
EVT_001499,SES_00641,landing,2025-08-05 22:08:30
EVT_001500,SES_00641,Category,2025-08-05 22:09:06
EVT_001501,SES_00641,Product,2025-08-05 22:10:56
EVT_001502,SES_00642,landing,2025-08-24 02:21:04
EVT_001503,SES_00643,landing,2025-09-03 12:28:10
EVT_001504,SES_00643,Category,2025-09-03 12:28:35
EVT_001505,SES_00644,landing,2025-08-02 06:10:31
EVT_001506,SES_00644,Category,2025-08-02 06:12:06
